username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
therealelp,2018-03-06 15:40,3,83,"https://twitter.com/91X/status/971121554741276673 …",,,,"971123410876026880",https://twitter.com/therealelp/status/971123410876026880
