username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
GeniusJesse,1/7/16 21:13,0,0,Great overview of Tor! How Tor Works: Part One - jordan-wright - http:// jordan-wright.com/blog/2015/02/2 8/how-tor-works-part-one/ ‰Û_,,,,6.85283E+17,https://twitter.com/GeniusJesse/status/685283078189760512
GeniusJesse,1/5/16 20:59,0,0,@KrisJordan Do it!,,@KrisJordan,,6.84555E+17,https://twitter.com/GeniusJesse/status/684554898420137989
GeniusJesse,1/5/16 20:50,0,0,"@KrisJordan No injuries, lots of falls.",,@KrisJordan,,6.84553E+17,https://twitter.com/GeniusJesse/status/684552694338596864
GeniusJesse,1/5/16 20:26,0,0,@KrisJordan It takes quite a bit of balance that I seem to be lacking. Getting better though!,,@KrisJordan,,6.84547E+17,https://twitter.com/GeniusJesse/status/684546525159141376
GeniusJesse,1/5/16 9:00,0,3,Snowboarding is kind of difficult,,,,6.84374E+17,https://twitter.com/GeniusJesse/status/684373821399252992
GeniusJesse,12/20/15 18:08,0,0,https:// twitter.com/randfish/statu s/678704231126319104 ‰Û_,,,,6.78714E+17,https://twitter.com/GeniusJesse/status/678713714690957313
GeniusJesse,12/20/15 1:31,3,5,@thearcs put on a great concert. Opening was just as good with @mariachinyc opening! 10/10 would see again! pic.twitter.com/rRipPpUmNB,,@thearcs @mariachinyc,,6.78463E+17,https://twitter.com/GeniusJesse/status/678462590515699712
GeniusJesse,12/19/15 20:16,0,0,Gearing up for the @thearcs pic.twitter.com/ldh27yBkju,,@thearcs,,6.78383E+17,https://twitter.com/GeniusJesse/status/678383360478171136
GeniusJesse,12/18/15 0:35,0,1,Best part of new star wars: Admiral Ackbar is back!,,,,6.77724E+17,https://twitter.com/GeniusJesse/status/677723939418804224
GeniusJesse,12/11/15 9:28,0,1,https:// twitter.com/thearcs/status /675319725124030465 ‰Û_,,,,6.75321E+17,https://twitter.com/GeniusJesse/status/675321318116577280
GeniusJesse,12/8/15 10:01,0,2,https:// twitter.com/unccs/status/6 74235562614775809 ‰Û_,,,,6.74242E+17,https://twitter.com/GeniusJesse/status/674242418254958592
GeniusJesse,12/8/15 0:45,0,2,@KrisJordan Ha-ha... Nice one.,,@KrisJordan,,6.74102E+17,https://twitter.com/GeniusJesse/status/674102371048366080
GeniusJesse,12/8/15 0:43,0,2,@KrisJordan I'm an R.E.M kind of guy.,,@KrisJordan,,6.74102E+17,https://twitter.com/GeniusJesse/status/674101877663993856
GeniusJesse,12/4/15 14:12,0,3,Two exams... Brain dead.,,,,6.72856E+17,https://twitter.com/GeniusJesse/status/672856136798834688
GeniusJesse,12/3/15 23:54,0,3,Calc exam at 8 am. History at noon. Let's do it.,,,,6.7264E+17,https://twitter.com/GeniusJesse/status/672640001348341760
GeniusJesse,11/26/15 23:29,0,2,2001: A Space Odyssey is available to stream on netflix now. Rejoice!,,,,6.70097E+17,https://twitter.com/GeniusJesse/status/670097145849110529
GeniusJesse,11/23/15 16:49,0,3,I just backed Secret Hitler on @Kickstarter http:// kck.st/1QEngPP,,@Kickstarter,,6.68909E+17,https://twitter.com/GeniusJesse/status/668909237364465664
GeniusJesse,11/23/15 16:25,0,4,@tyler_fleming96 @Alex_Camacho95 Can we add this to our board game list? http:// kck.st/1XmgWf0 Ill back it if we want to!,,@tyler_fleming96 @Alex_Camacho95,,6.68903E+17,https://twitter.com/GeniusJesse/status/668903109998092288
GeniusJesse,11/22/15 23:48,0,1,Procrastination level over 9000,,,,6.68652E+17,https://twitter.com/GeniusJesse/status/668652353835425792
GeniusJesse,11/9/15 21:48,1,3,Forgot to post this over the weekend. UNC HQ and live score update at HackDuke. Photo courtesy of James Barbour. pic.twitter.com/VbFHDE7LRM,,,,6.63911E+17,https://twitter.com/GeniusJesse/status/663911010705776640
GeniusJesse,11/1/15 21:11,0,1,@lukeklinker Hey is there a way to see my saved feedly articles and save articles to feedly from Source? If (cont) http:// tl.gd/n_1snp872,,@lukeklinker,,6.61003E+17,https://twitter.com/GeniusJesse/status/661002561571418112
GeniusJesse,11/1/15 21:05,0,1,@KlinkerApps Hey is there a way to see my saved feedly articles and save articles to feedly from Source? If (cont) http:// tl.gd/n_1snp872,,@KlinkerApps,,6.61001E+17,https://twitter.com/GeniusJesse/status/661001229615693824
GeniusJesse,10/22/15 23:36,0,1,@tyler_fleming96 That's what I was thinking.,,@tyler_fleming96,,6.574E+17,https://twitter.com/GeniusJesse/status/657400152244752384
GeniusJesse,10/22/15 22:50,0,1,"Quick Poll: I need a name for a bot in my comp class. Hal 9000 or Elvex (Asimov's Robot Dreams"")?""",,,,6.57389E+17,https://twitter.com/GeniusJesse/status/657388676238942208
GeniusJesse,10/18/15 22:42,0,1,Not much better than enjoying the final hours of fall break with some smooth Cab Calloway...,,,,6.55937E+17,https://twitter.com/GeniusJesse/status/655937045479591936
GeniusJesse,10/11/15 10:53,0,2,@KrisJordan Great! Got some cool hands on time with the oculus Rift and some even cooler projects.,,@KrisJordan,,6.53222E+17,https://twitter.com/GeniusJesse/status/653221880091045888
GeniusJesse,10/11/15 7:10,0,2,Daylight is approaching.,,,,6.53166E+17,https://twitter.com/GeniusJesse/status/653165854499209216
GeniusJesse,10/11/15 6:30,0,3,pic.twitter.com/HaedpZS71D,,,,6.53156E+17,https://twitter.com/GeniusJesse/status/653155619969572864
GeniusJesse,10/11/15 5:06,1,3,Log 3: Virtual Reality!!!!! Oculus Rift Working!!!,,,,6.53134E+17,https://twitter.com/GeniusJesse/status/653134447206862848
GeniusJesse,10/11/15 4:13,1,3,Log 2: Still alive in Phillips. Progress being made....,,,,6.53121E+17,https://twitter.com/GeniusJesse/status/653121237175111680
GeniusJesse,10/11/15 1:51,1,3,"Log 1: Phillips is much livelier than anticipated, lots of hardware. #HackNC",,,#HackNC,6.53085E+17,https://twitter.com/GeniusJesse/status/653085460890288128
GeniusJesse,10/5/15 15:20,0,1,@tyler_fleming96 no doubt,,@tyler_fleming96,,6.51115E+17,https://twitter.com/GeniusJesse/status/651114762932088833
